"GSM87863" "GSM87887" "GSM87896" "GSM87934" "GSM87943" "GSM87853" "GSM87906" "GSM87920" "GSM87924" "GSM87858" "GSM87882" "GSM87891" "GSM87917" "GSM87929" "GSM87948" "GSM87868" "GSM87873" "GSM87901" "GSM87910" "GSM87938" "GSM87953" "GSM87864" "GSM87888" "GSM87897" "GSM87935" "GSM87944" "GSM87854" "GSM87878" "GSM87907" "GSM87921" "GSM87925" "GSM87957" "GSM87859" "GSM87883" "GSM87892" "GSM87930" "GSM87949" "GSM87869" "GSM87874" "GSM87902" "GSM87911" "GSM87939" "GSM87954" "GSM87865" "GSM87889" "GSM87898" "GSM87915" "GSM87936" "GSM87945" "GSM87855" "GSM87879" "GSM87922" "GSM87926" "GSM87958" "GSM87860" "GSM87884" "GSM87893" "GSM87918" "GSM87931" "GSM87950" "GSM87870" "GSM87875" "GSM87903" "GSM87912" "GSM87940" "GSM87866" "GSM87899" "GSM87937" "GSM87946" "GSM87856" "GSM87880" "GSM87908" "GSM87923" "GSM87927" "GSM87959" "GSM87861" "GSM87885" "GSM87894" "GSM87932" "GSM87951" "GSM87871" "GSM87876" "GSM87904" "GSM87913" "GSM87941" "GSM87955" "GSM87867" "GSM87890" "GSM87900" "GSM87916" "GSM87947" "GSM87857" "GSM87881" "GSM87909" "GSM87928" "GSM87960" "GSM87862" "GSM87886" "GSM87895" "GSM87919" "GSM87933" "GSM87952" "GSM87872" "GSM87877" "GSM87905" "GSM87914" "GSM87942" "GSM87956"
"816" "10.549" "10.212" "9.99643" "9.99912" "10.5181" "10.1264" "10.0345" "10.4749" "10.3212" "10.0757" "10.136" "9.8645" "10.228" "10.1197" "10.5394" "10.4667" "10.1917" "10.0921" "10.6015" "10.119" "10.3029" "10.4932" "10.4222" "10.3129" "10.1642" "10.4985" "10.3018" "10.2609" "10.2649" "10.4608" "10.3939" "10.6972" "10.1771" "10.3658" "10.1974" "10.3212" "10.4529" "10.5503" "10.2168" "10.1083" "10.2915" "10.2485" "10.4686" "10.4964" "10.6432" "10.2925" "10.3622" "10.2799" "10.3343" "10.4895" "10.3237" "9.88517" "10.0094" "10.3988" "10.0325" "10.433" "10.0831" "10.2254" "10.3227" "10.4988" "10.4715" "10.4347" "10.1557" "10.6065" "10.139" "10.434" "10.3004" "10.3441" "10.5318" "10.3177" "10.2982" "10.4505" "10.4105" "10.2609" "10.611" "10.3485" "10.4388" "10.1358" "10.5472" "10.5187" "10.3442" "10.3802" "10.2136" "10.5942" "10.3013" "10.7371" "10.2946" "10.3781" "10.0947" "10.0295" "10.638" "10.1911" "10.1524" "10.4002" "10.4629" "10.4838" "10.0732" "10.6745" "10.0474" "10.3923" "10.1406" "10.5282" "10.2108" "10.3356" "10.3468" "10.3596" "10.291" "10.2865"
"843" "12.1562" "12.242" "12.1694" "12.7451" "12.3472" "11.7717" "11.9225" "12.5482" "12.5055" "12.0549" "12.3199" "11.845" "12.5159" "12.5073" "12.1268" "12.1254" "12.2343" "12.0409" "12.2628" "12.3363" "12.4806" "12.1606" "12.4076" "12.5447" "12.6756" "12.3566" "11.9556" "12.1478" "12.245" "12.757" "12.7208" "12.7337" "11.9774" "12.4346" "11.9315" "12.7617" "12.0869" "12.0419" "12.2078" "12.0767" "12.6499" "12.5302" "12.5235" "12.1989" "12.4217" "12.4813" "12.5121" "12.5863" "12.2757" "12.1364" "12.156" "12.8688" "12.6814" "12.6416" "11.9487" "12.3814" "11.9781" "12.277" "12.7945" "12.0147" "12.1011" "12.1559" "11.8677" "12.4741" "12.452" "12.2888" "12.7226" "12.6503" "12.3522" "12.029" "12.1757" "12.1466" "12.5169" "12.681" "12.3168" "12.0855" "12.0896" "11.6759" "12.7039" "11.6394" "12.0803" "11.9315" "11.9077" "12.5159" "12.4546" "12.4896" "11.9256" "12.1664" "12.294" "12.1387" "12.0172" "11.7309" "12.1769" "12.3094" "12.5119" "12.4443" "11.8445" "12.1731" "11.8505" "12.1229" "12.5215" "12.1195" "11.9473" "11.98" "12.1846" "12.3812" "12.5749" "12.112"
"1015" "7.57688" "7.39634" "6.84818" "6.38395" "7.71756" "6.80556" "7.44133" "7.32457" "6.52107" "6.97228" "7.04944" "6.86895" "8.28299" "6.73482" "7.95206" "7.85268" "6.52753" "7.45406" "8.0292" "6.5888" "8.38217" "7.87769" "7.27165" "7.71405" "6.61494" "8.02489" "7.56945" "7.18321" "7.31735" "7.12125" "6.96506" "7.8849" "7.09384" "7.73097" "6.98583" "6.74116" "8.59844" "8.02944" "6.62888" "7.4506" "7.25743" "6.47483" "8.30381" "7.7047" "7.39634" "7.7636" "7.72461" "6.79012" "7.2827" "7.22153" "7.06857" "5.88958" "6.7873" "8.25072" "7.07355" "7.71864" "6.73749" "7.80358" "6.69368" "8.5382" "7.71346" "6.80353" "7.20565" "7.78256" "6.65945" "7.87403" "7.50063" "6.90632" "8.24029" "7.73357" "7.07225" "7.5329" "7.26083" "6.93407" "8.41158" "7.3154" "7.29803" "7.54243" "7.33999" "8.30512" "7.53453" "7.22247" "7.26395" "7.79908" "6.91755" "8.40755" "7.64975" "6.96804" "7.55739" "7.163" "8.4432" "7.40568" "7.1581" "8.01625" "7.44418" "8.25559" "7.40076" "8.18386" "7.24244" "8.08766" "6.79633" "8.52772" "7.48796" "7.87127" "7.8743" "7.88438" "6.77629" "8.10347"
"1181" "6.11519" "6.50503" "5.06118" "5.27357" "5.29357" "5.31721" "5.82498" "5.74742" "5.16405" "5.06947" "5.02727" "5.2174" "6.54655" "6.28414" "5.97632" "6.43733" "5.07007" "5.89493" "6.99352" "5.19615" "6.43295" "6.42117" "5.95602" "5.79395" "5.65265" "5.65756" "6.06966" "6.22943" "5.40828" "6.19087" "5.28703" "6.32002" "5.19835" "6.57646" "5.12586" "5.35536" "6.54018" "6.45746" "4.72843" "5.73803" "5.83461" "5.09291" "6.38641" "6.15151" "5.86018" "6.39898" "5.78364" "5.28542" "4.68499" "5.31263" "5.66833" "5.68904" "5.59095" "6.32665" "5.55756" "6.34387" "5.03418" "5.42204" "5.57502" "5.703" "6.55436" "4.97243" "5.49584" "5.96043" "5.45249" "6.29739" "5.31087" "5.40755" "6.22813" "5.51104" "5.99571" "5.79395" "5.85691" "5.75925" "6.24544" "5.57478" "5.98911" "6.76629" "7.09673" "7.04567" "6.37601" "6.38503" "5.26384" "6.10113" "5.67614" "6.50057" "6.13243" "5.47198" "5.94398" "5.67696" "5.77577" "5.46332" "5.73706" "5.87233" "6.3692" "6.56091" "5.51335" "5.91336" "5.6064" "6.62513" "5.67363" "6.52795" "6.17001" "5.88342" "5.85501" "5.57109" "5.93495" "6.04396"
"1223" "7.029" "7.34724" "6.80227" "6.92609" "7.10877" "6.59893" "6.91539" "6.95681" "6.72458" "6.65785" "7.18971" "6.80935" "7.13857" "7.10071" "7.17978" "6.89861" "6.64047" "7.15254" "6.92639" "6.86167" "6.88065" "7.09593" "7.06296" "6.71323" "6.76788" "7.35429" "6.99686" "7.31378" "6.85267" "6.80949" "6.70065" "7.34307" "6.54699" "7.30625" "6.67679" "6.93716" "7.20053" "6.89397" "6.87547" "6.88512" "7.05847" "7.07034" "7.24294" "6.99849" "7.19996" "7.11183" "7.08564" "6.99501" "6.99501" "6.95499" "7.34448" "6.81741" "7.01184" "7.19433" "6.7167" "7.40311" "6.84986" "6.62465" "7.12008" "7.21326" "7.24322" "7.11648" "6.98506" "7.19664" "7.01043" "7.13643" "7.00581" "7.02796" "7.23829" "6.92894" "7.12454" "6.95585" "7.0714" "6.93459" "7.29833" "7.03619" "7.08316" "7.35044" "7.03691" "7.09585" "7.03097" "7.22536" "6.87879" "7.0291" "6.99856" "7.21962" "6.82157" "6.4827" "6.83876" "6.89012" "7.03357" "6.50782" "7.02734" "6.85655" "7.27132" "7.48897" "6.86003" "7.0947" "6.70171" "7.30789" "6.87505" "7.44381" "6.87353" "7.14249" "6.99255" "6.83897" "7.05108" "6.84368"
"2018" "3.26444" "3.73142" "3.61731" "3.5403" "3.26771" "3.47685" "3.24189" "3.23902" "3.66928" "3.42059" "3.42737" "3.54787" "3.10126" "3.48645" "3.31877" "3.3962" "3.66511" "3.31583" "3.38379" "3.40736" "3.17627" "3.26651" "3.73164" "3.61161" "3.48218" "3.48902" "3.35591" "3.49662" "3.44629" "3.19951" "3.56938" "3.20677" "3.49068" "3.4377" "3.43706" "3.54851" "3.23541" "3.18937" "3.60796" "3.43384" "3.33379" "3.4619" "3.01816" "3.15764" "3.51876" "3.41223" "3.41716" "3.52555" "3.65366" "3.5877" "3.29129" "3.81719" "3.29237" "3.24817" "3.41699" "3.49885" "3.55913" "3.34313" "3.36247" "3.2826" "3.26832" "3.55574" "3.38888" "3.28802" "3.44934" "3.21456" "3.29213" "3.43662" "3.40736" "3.25535" "3.39374" "3.41157" "3.49502" "3.2804" "3.10079" "3.25469" "3.78944" "3.3569" "3.4435" "3.25188" "3.29758" "3.33584" "3.44954" "3.24071" "3.67504" "3.28527" "3.43817" "3.40736" "3.64725" "4.01806" "3.39247" "3.60031" "3.49226" "3.42797" "3.25946" "3.34537" "3.32309" "3.25408" "3.45396" "3.3479" "3.28892" "3.24905" "3.20505" "3.36377" "3.36117" "3.26189" "3.52881" "3.55685"
"2019" "6.09048" "5.4501" "4.97304" "5.31588" "5.89116" "5.64166" "5.90041" "5.73448" "5.71195" "5.59621" "5.72129" "5.3656" "6.16044" "5.61121" "6.36617" "6.64215" "5.62378" "5.86635" "5.92269" "5.4825" "5.65277" "6.25736" "6.31132" "5.23381" "5.62046" "5.96681" "5.84961" "6.01115" "5.63557" "5.51998" "5.79074" "6.09464" "5.68685" "6.5545" "5.66992" "5.54177" "6.27324" "6.29845" "5.80753" "5.90794" "5.73024" "5.91937" "5.92289" "6.33801" "6.14358" "5.69637" "6.03202" "5.66563" "5.5057" "5.62089" "6.09067" "5.52776" "5.57894" "6.18845" "5.71092" "6.47962" "5.48851" "6.1208" "5.37408" "6.52342" "6.35763" "6.06922" "5.91441" "5.99652" "5.45014" "5.8276" "5.46194" "5.52902" "6.24243" "5.74807" "6.05539" "5.8575" "5.34635" "5.69202" "6.57593" "5.85729" "6.02756" "5.96408" "5.38" "6.4963" "5.88704" "6.32446" "5.67665" "6.17437" "5.62565" "6.33269" "5.89123" "5.85356" "5.52902" "5.43451" "6.55214" "5.91899" "5.89823" "5.62489" "5.95606" "6.15876" "5.76074" "6.3577" "5.6121" "6.06161" "5.3438" "6.54236" "5.90214" "6.46952" "5.77946" "5.79847" "5.74556" "6.40437"
"2215" "8.19455" "7.63834" "8.51892" "7.77062" "8.52662" "7.78263" "7.93596" "8.22088" "7.53265" "7.54284" "7.81589" "7.43319" "9.0076" "8.0922" "8.35989" "8.27144" "7.13295" "8.0736" "8.92554" "7.53784" "9.13504" "8.24998" "7.71333" "9.06285" "7.71215" "8.47128" "7.91809" "8.09722" "8.01512" "8.10261" "7.96596" "8.53934" "7.69519" "8.2043" "7.53081" "8.02479" "8.62922" "8.4738" "7.60958" "8.0655" "8.47491" "7.65316" "9.41474" "8.17845" "8.39485" "9.11904" "8.71978" "7.5834" "8.55163" "7.83057" "7.82837" "6.76818" "7.60707" "8.78729" "7.71375" "8.8002" "7.76488" "8.7403" "7.964" "8.52559" "8.35508" "7.62205" "7.70135" "8.5319" "7.68111" "8.27783" "8.93288" "7.58286" "8.69226" "7.90784" "7.49235" "8.05344" "8.21608" "7.92357" "8.21403" "7.79364" "7.67272" "7.76548" "8.48517" "8.47152" "7.93855" "7.67621" "7.78742" "8.84615" "7.66827" "9.16891" "7.59889" "7.4731" "8.563" "7.44496" "8.37659" "7.49732" "7.37125" "8.11532" "8.47913" "8.37031" "7.37203" "8.4016" "7.5701" "8.67019" "7.26601" "8.31258" "7.59416" "7.87115" "8.27264" "8.34415" "8.20721" "8.75814"
"2216" "8.77753" "7.54014" "9.26387" "7.92964" "8.72317" "8.47918" "8.6286" "8.87081" "8.08317" "8.36903" "7.54816" "8.26692" "9.69895" "8.25145" "8.10993" "8.60584" "7.68599" "8.787" "9.6864" "7.71192" "9.23326" "8.81414" "7.90791" "9.72464" "8.25793" "8.75656" "8.52235" "8.17193" "8.80551" "9.01077" "8.10412" "9.07645" "8.29627" "8.37996" "8.37509" "7.70588" "8.59704" "9.05149" "7.8783" "8.67826" "9.10301" "8.30238" "9.4602" "8.94442" "7.95821" "9.81533" "9.11039" "7.99086" "8.5384" "8.44314" "8.0215" "7.66441" "7.77798" "9.08218" "8.40514" "8.26112" "8.24875" "9.27283" "8.21732" "8.4706" "8.62117" "7.7956" "8.61015" "8.92686" "7.68675" "8.92465" "9.88047" "7.88127" "8.81982" "8.44074" "7.98962" "8.68796" "8.47641" "8.3622" "8.46395" "8.35238" "7.80329" "8.93289" "8.68496" "8.30624" "8.68853" "7.92122" "8.54482" "9.01212" "8.29304" "9.08497" "8.10993" "7.27657" "9.1013" "7.88097" "8.39333" "8.07079" "7.53166" "8.88923" "8.39615" "8.62906" "7.98848" "8.04026" "8.21043" "9.02785" "7.51412" "8.40053" "8.05089" "8.01409" "8.82086" "8.65457" "8.35244" "8.86759"
"2276" "7.65197" "7.22139" "7.60054" "7.39584" "7.79343" "7.16751" "7.03979" "7.73297" "7.06535" "7.05934" "7.22579" "6.58199" "9.03802" "6.94598" "7.3272" "7.407" "6.77068" "7.05579" "8.18663" "6.88564" "7.54809" "7.43709" "7.46177" "8.2612" "7.26551" "7.87587" "7.27945" "7.05254" "7.04949" "7.53113" "7.50205" "7.47805" "7.28044" "7.40067" "6.78322" "7.24451" "7.43632" "7.67116" "7.20896" "7.23436" "7.86932" "6.91524" "7.72795" "7.16908" "7.25769" "8.11241" "7.93251" "7.33395" "7.53557" "7.33324" "7.01995" "7.69536" "7.25494" "7.81766" "7.09295" "7.4607" "7.08033" "8.14133" "7.18159" "7.56548" "7.30311" "7.17658" "7.09978" "8.07513" "6.90937" "7.41015" "8.16196" "7.21612" "7.71081" "7.2711" "6.79441" "7.22481" "7.58169" "7.05583" "7.62902" "7.15918" "7.09096" "6.9163" "7.26366" "7.20686" "7.021" "7.00691" "7.07579" "7.98989" "7.08469" "7.58577" "7.34933" "7.65464" "7.61349" "7.1899" "7.75402" "7.01973" "6.87604" "7.25493" "7.38938" "7.37683" "6.93272" "7.43924" "6.99772" "7.98495" "6.98249" "7.77004" "7.15688" "7.30487" "7.21502" "7.56566" "7.05804" "7.53264"
"2387" "5.10751" "5.09847" "4.97499" "6.8711" "4.88311" "4.79498" "5.79183" "5.59942" "6.59392" "4.77306" "5.08109" "4.83948" "5.96077" "7.57201" "5.99551" "5.58851" "4.7602" "5.67363" "6.77676" "7.33356" "7.36" "5.17523" "5.06886" "5.65741" "6.97578" "5.8713" "4.88887" "5.41464" "5.66204" "5.92407" "6.80447" "6.03578" "4.87214" "5.76441" "5.12928" "6.80702" "6.56582" "5.47121" "4.74021" "5.4085" "5.80693" "7.26594" "7.26805" "5.16953" "5.23161" "5.74687" "6.61112" "6.71571" "5.11296" "4.66854" "4.8447" "5.65812" "7.6306" "6.79221" "5.13472" "5.6501" "5.244" "5.82629" "6.66104" "6.61667" "5.46074" "4.80998" "5.63054" "6.03929" "7.46041" "5.63327" "5.40949" "6.99197" "6.25502" "4.95152" "5.27161" "5.48728" "5.43173" "7.30058" "6.75115" "4.99705" "5.47623" "5.0671" "9.03455" "7.27317" "5.32722" "5.12875" "5.20928" "6.71253" "7.7406" "6.79418" "5.25018" "4.7239" "5.64898" "5.68747" "5.81304" "5.28783" "5.31793" "6.32721" "8.06552" "5.91873" "5.34039" "5.83315" "5.46996" "6.35689" "7.48224" "7.01546" "5.42454" "5.04246" "6.6567" "6.32469" "8.51248" "6.88824"
"2430" "7.31314" "7.04223" "6.23192" "6.91786" "6.84675" "6.84678" "6.67768" "7.32276" "7.16106" "6.7656" "6.88222" "6.28102" "7.45359" "7.49909" "7.50845" "7.28649" "5.93263" "6.86812" "8.80452" "6.44737" "7.45663" "7.0322" "6.8727" "7.31967" "7.08034" "6.93761" "6.622" "7.05516" "7.03977" "7.6696" "7.30131" "7.15833" "6.4624" "7.83423" "6.37281" "6.84683" "7.27471" "7.40625" "6.353" "6.28169" "6.93287" "6.85676" "7.43878" "7.49417" "7.54859" "7.5359" "7.57795" "6.67545" "6.29199" "6.44903" "6.52813" "6.46053" "6.91778" "7.60361" "6.61979" "7.97059" "6.45064" "7.26269" "6.79441" "7.7093" "7.35982" "6.59117" "7.17148" "7.49498" "6.77201" "7.42948" "6.53067" "6.97229" "7.33015" "6.61757" "6.70776" "6.90333" "7.05458" "7.18669" "7.32363" "6.3676" "7.26641" "7.13487" "8.00353" "7.89407" "6.84284" "6.92059" "6.69031" "7.64244" "7.20767" "7.69147" "6.86228" "6.7517" "7.00186" "7.08203" "7.01761" "6.68607" "6.54793" "6.75936" "7.23553" "7.2905" "6.70002" "7.63141" "6.66584" "8.03867" "6.64223" "7.38193" "6.83599" "6.95045" "6.84375" "6.96129" "7.20995" "7.72338"
"2431" "10.2635" "10.3722" "9.97715" "10.3037" "10.2476" "9.94375" "10.2508" "10.4349" "10.1567" "9.65544" "9.97319" "9.68911" "10.8678" "9.97057" "10.2895" "10.4834" "9.72882" "10.0358" "10.8664" "9.82887" "10.6138" "10.1727" "10.0931" "10.4865" "10.1837" "10.5773" "10.2357" "10.2704" "10.1538" "10.4928" "10.3762" "10.3798" "9.82436" "10.3834" "9.99961" "10.1649" "10.644" "10.649" "9.71686" "10.0244" "10.5123" "10.0038" "10.6816" "10.4978" "10.1561" "10.4968" "10.4868" "10.109" "9.97628" "9.92176" "9.98344" "10.5357" "10.3311" "10.4729" "9.74578" "10.3517" "9.70096" "10.4479" "10.1858" "10.6523" "10.5021" "9.97575" "10.0952" "10.5974" "9.73844" "10.2601" "10.6605" "10.0412" "10.5701" "10.4561" "10.2222" "10.5774" "10.1282" "10.3487" "10.4028" "9.8033" "9.83622" "10.2207" "10.6251" "10.5403" "10.1606" "10.1215" "10.1745" "10.6697" "10.2174" "10.6313" "9.99127" "10.0275" "10.3377" "9.78163" "10.1156" "10.1177" "10.1342" "10.555" "10.4123" "10.4943" "9.94128" "10.3983" "10.0237" "10.6421" "9.7851" "10.4441" "10.031" "10.2227" "10.6244" "10.4503" "10.3038" "10.4911"
"2439" "8.24224" "7.99802" "8.38032" "8.33409" "8.22052" "8.28027" "7.76742" "8.42626" "8.4085" "7.68791" "7.79149" "7.66396" "8.58456" "7.66337" "8.40337" "7.91489" "7.80556" "7.61093" "8.48308" "7.79753" "8.4291" "8.32625" "7.86146" "8.36875" "8.23537" "8.07017" "8.2901" "7.66295" "7.98241" "7.69341" "8.32553" "8.58603" "7.98173" "8.09223" "8.0281" "7.79313" "8.25036" "8.24021" "8.33041" "8.06317" "8.64461" "8.13813" "8.46561" "8.24284" "7.61443" "8.33276" "8.13407" "8.17932" "8.48152" "8.27351" "8.18359" "8.15415" "8.18625" "8.80543" "7.98186" "8.1386" "7.83242" "8.34734" "7.96721" "8.39676" "7.87901" "8.23447" "7.78315" "8.31247" "7.55488" "7.99964" "8.4471" "7.98371" "8.04777" "8.43809" "7.69149" "8.10533" "8.20382" "8.0726" "8.42177" "7.9302" "7.55259" "7.74209" "7.71656" "7.99412" "7.84865" "7.60695" "7.96209" "8.597" "7.99927" "8.29657" "7.91293" "7.98707" "7.9713" "7.72176" "8.19603" "8.13585" "7.8266" "8.05038" "8.04434" "8.27863" "7.6572" "8.31265" "7.9263" "7.99294" "7.77093" "7.976" "7.84643" "8.12748" "7.9824" "8.27517" "7.93146" "8.1599"
"2477" "4.45365" "4.38519" "4.78383" "4.56743" "4.16195" "3.98811" "4.23285" "4.41307" "4.80312" "3.95966" "4.58532" "4.28978" "4.01652" "4.54471" "4.49521" "4.14783" "4.61499" "4.31174" "4.5483" "4.56138" "4.81929" "4.21941" "4.50509" "4.43481" "4.84741" "4.17583" "4.20281" "4.43442" "4.31297" "4.58527" "4.99114" "4.90357" "4.27698" "4.75949" "4.0502" "4.72609" "4.00954" "4.39445" "4.47181" "4.33818" "4.26231" "4.63974" "4.68928" "4.53335" "4.28618" "4.39817" "4.74362" "5.0423" "4.03903" "3.94325" "4.46002" "4.29801" "4.88614" "4.76056" "4.06565" "4.02725" "3.91913" "4.37984" "4.77662" "4.23214" "4.29209" "4.06066" "3.97314" "4.92582" "4.45019" "4.22624" "3.76628" "4.60248" "4.15651" "3.74857" "4.50647" "3.88849" "4.24735" "4.68597" "4.27326" "4.16764" "4.4144" "3.72421" "4.91159" "4.17659" "4.2944" "4.3608" "4.11097" "4.45508" "4.70233" "4.6078" "3.99166" "4.38479" "4.33203" "4.31117" "4.31579" "4.13483" "4.4203" "4.38264" "4.59572" "4.36787" "4.08153" "4.717" "4.43888" "4.08504" "4.18775" "4.26624" "4.38305" "4.11702" "4.09245" "4.70585" "4.56839" "4.32527"
"2517" "2.73876" "2.8713" "2.94236" "2.82345" "2.67933" "2.85148" "2.93466" "2.7781" "2.79078" "2.8411" "2.66238" "2.63871" "2.82584" "2.74139" "2.75628" "2.83336" "2.77536" "2.76041" "2.81937" "2.77077" "2.72824" "2.90491" "2.80392" "2.65468" "2.63852" "2.79064" "2.70655" "2.69786" "2.91114" "2.77853" "2.76259" "2.69776" "2.82753" "2.82926" "2.76565" "2.76748" "2.77042" "2.76819" "2.66303" "2.72419" "2.57328" "2.87699" "2.87522" "2.72467" "2.61547" "3.01399" "2.77274" "2.70592" "2.64782" "2.68396" "2.67945" "2.7759" "2.76899" "2.65133" "3.07953" "2.65057" "2.57467" "2.6447" "2.7714" "2.78422" "2.78407" "2.65714" "2.77764" "2.72742" "2.61259" "2.77916" "2.68495" "2.70521" "2.54721" "2.89977" "2.75454" "2.79708" "2.6794" "2.6744" "2.56632" "2.75329" "2.74173" "2.70025" "2.67803" "2.73443" "2.87263" "2.76069" "2.66781" "2.81166" "2.62398" "2.58696" "2.79813" "2.59263" "2.87619" "2.93122" "2.64488" "2.79202" "2.75345" "2.75697" "2.79215" "2.46751" "2.76026" "2.67679" "2.78551" "2.68113" "2.69926" "2.6847" "2.72913" "2.61077" "2.78794" "2.66249" "2.95468" "2.69951"
"2518" "2.61905" "2.78333" "2.69578" "2.63783" "2.53148" "2.76128" "2.62946" "2.58985" "2.5594" "2.61032" "2.61645" "2.56708" "2.61543" "2.54892" "2.64884" "2.58595" "2.58575" "2.74601" "2.56183" "2.68016" "2.67362" "2.74042" "2.61029" "2.56515" "2.46346" "2.67602" "2.59295" "2.76324" "2.61587" "2.55305" "2.67843" "2.46373" "2.61543" "2.60691" "2.64357" "2.59794" "2.52757" "2.55938" "2.66202" "2.67865" "2.70385" "2.65466" "2.63203" "2.64003" "2.61262" "2.62339" "2.56959" "2.57557" "2.63884" "2.73174" "2.68745" "2.73746" "2.58705" "2.56525" "2.47833" "2.45801" "2.63033" "2.55546" "2.56677" "2.65584" "2.43409" "2.5674" "2.65876" "2.60617" "2.59039" "2.55697" "2.52019" "2.68822" "2.62939" "2.51989" "2.60234" "2.5983" "2.56753" "2.56474" "2.64471" "2.64595" "2.52062" "2.53606" "2.46379" "2.40329" "2.49171" "2.59272" "2.77752" "2.56795" "2.52046" "2.39645" "2.64158" "2.66899" "2.66905" "2.7162" "2.52447" "2.63376" "2.63706" "2.6207" "2.50036" "2.80752" "2.60467" "2.5165" "2.53123" "2.46922" "2.52023" "2.59852" "2.79073" "2.47305" "2.69745" "2.52355" "2.79919" "2.54804"
"2761" "7.25551" "7.44494" "7.4308" "7.05919" "7.0104" "7.09056" "6.92823" "7.29507" "6.86381" "7.05632" "7.40743" "6.85974" "7.38381" "6.75543" "6.64836" "7.21965" "6.81086" "6.84147" "7.14583" "6.64592" "6.96635" "7.21184" "7.04594" "7.28917" "6.90197" "7.23624" "7.10849" "7.15971" "6.96136" "7.2137" "6.81691" "7.17104" "7.08596" "7.33725" "6.90845" "6.72496" "7.26877" "7.31259" "7.183" "7.16989" "7.20574" "6.68924" "7.09026" "7.19546" "7.17023" "7.51343" "6.95774" "6.93136" "7.09789" "7.38591" "7.31642" "7.4853" "6.8457" "6.98909" "7.07762" "7.21355" "6.74976" "6.91055" "7.0312" "7.16614" "7.2408" "7.32207" "7.04632" "7.12589" "6.63425" "7.243" "7.63551" "6.85853" "7.24533" "7.60279" "7.09122" "7.31079" "7.20064" "6.87863" "7.14895" "7.36232" "6.9299" "7.06632" "6.86941" "6.84528" "7.05626" "7.22834" "6.73986" "7.2928" "6.91571" "7.07758" "7.05314" "6.53835" "7.0706" "6.60021" "6.95526" "7.16982" "7.02961" "7.10207" "6.64019" "7.3529" "7.08827" "7.38732" "6.68287" "6.93482" "7.06922" "7.13735" "7.07629" "7.04032" "7.06014" "6.96349" "6.80602" "6.87332"
"2817" "5.04838" "7.45426" "5.22011" "5.15282" "7.30278" "5.07945" "5.22856" "5.14918" "5.14529" "5.26772" "6.9428" "4.94179" "5.06158" "5.24066" "7.86603" "4.85649" "6.76499" "4.97939" "5.04407" "4.94466" "7.45051" "4.97668" "7.39225" "5.15007" "5.17778" "7.81158" "5.24944" "6.9251" "5.12519" "4.98683" "5.07294" "7.1518" "5.18938" "7.4807" "4.97071" "5.37953" "8.14192" "5.03812" "7.06355" "5.0011" "4.9322" "5.24192" "6.95593" "4.89737" "7.0455" "4.93546" "4.88199" "5.12444" "7.38515" "5.11265" "7.23583" "5.56737" "5.3883" "7.23557" "4.82589" "7.52991" "5.19583" "5.22608" "5.146" "7.71151" "5.00706" "7.37405" "5.37111" "5.15134" "5.38943" "5.16498" "5.0365" "5.10199" "7.88417" "4.91103" "6.91807" "5.19965" "5.10918" "5.15421" "7.91428" "5.04694" "7.29783" "5.06641" "5.22919" "8.36572" "5.26311" "7.1436" "5.1644" "5.00037" "5.13482" "8.01484" "5.01547" "6.51253" "5.12985" "5.10657" "7.65211" "5.10488" "6.93853" "4.88587" "5.1732" "7.99574" "5.13975" "6.4131" "4.9136" "5.10223" "5.35372" "8.12544" "5.07515" "6.63408" "5.03" "5.11024" "5.06909" "7.63675"
"3035" "8.03446" "7.42185" "8.19823" "7.94456" "8.20767" "8.23863" "7.93257" "7.98015" "7.8991" "7.91945" "7.57081" "7.89533" "8.31015" "7.4314" "8.03135" "7.56097" "8.01446" "7.62282" "8.2925" "7.49843" "8.04565" "8.32392" "7.74269" "8.36083" "7.94872" "8.12271" "8.33378" "7.38138" "8.1636" "8.2615" "8.27038" "7.95857" "8.04732" "8.04506" "8.12414" "7.86218" "8.0145" "8.10624" "7.91119" "7.9524" "8.15172" "7.76776" "7.79685" "8.09807" "7.7333" "8.25339" "8.08481" "8.0018" "8.34997" "8.27512" "7.78638" "8.01533" "7.75869" "8.02585" "7.96134" "8.05239" "8.20078" "8.32373" "7.76923" "8.0232" "7.95481" "7.82956" "7.74335" "8.00307" "7.68949" "8.06671" "8.72233" "7.89519" "7.98074" "8.44444" "7.59327" "8.26899" "8.3587" "7.97613" "8.17056" "7.82796" "7.55507" "8.02779" "7.66216" "7.76514" "7.75888" "7.6864" "8.04315" "8.17367" "7.94511" "8.26682" "7.88126" "7.77701" "8.10595" "7.35524" "8.19795" "7.94299" "7.64245" "8.09392" "7.61656" "8.04776" "7.81681" "8.09268" "8.17229" "7.83921" "7.38948" "7.8695" "7.6148" "7.72555" "8.15742" "7.94177" "7.64857" "7.81639"
