"","T115","T116","T117","T118","T119","T123","T129","T133","T134","T137","T140","T141","T143","T144","T145","T146","T147","T149","T151","T162","T175","T178","T183","T21","T30","T38","T4","T41","T50","T56","T73","T74","T81","T84"
"16532",3.549,3.23,3.454,3.422,3.045,5.821,2.84,6.414,3.919,4.409,5.193,3.172,3.282,3.023,2.987,5.12,4.527,5.135,2.775,4.063,2.823,2.836,4.059,3.321,3.521,6.73,5.764,3.176,2.87,3.358,2.508,2.485,3.557,3.592
